Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Chlamydia,2010,Missouri,29,15-19,All races/ethnicities,Both sexes,"9,766",2313.7,"422,103"
Chlamydia,2009,Missouri,29,15-19,All races/ethnicities,Both sexes,"9,943",2380.6,"417,665"
Chlamydia,2008,Missouri,29,15-19,All races/ethnicities,Both sexes,"9,364",2220.2,"421,769"
Chlamydia,2007,Missouri,29,15-19,All races/ethnicities,Both sexes,"8,737",2072.3,"421,611"
Chlamydia,2006,Missouri,29,15-19,All races/ethnicities,Both sexes,"8,436",2008.3,"420,063"
Chlamydia,2005,Missouri,29,15-19,All races/ethnicities,Both sexes,"8,288",1982.2,"418,121"
Chlamydia,2004,Missouri,29,15-19,All races/ethnicities,Both sexes,"8,015",1932.1,"414,825"
Chlamydia,2003,Missouri,29,15-19,All races/ethnicities,Both sexes,"7,162",1736.4,"412,453"
Chlamydia,2002,Missouri,29,15-19,All races/ethnicities,Both sexes,"6,547",1587.1,"412,525"
Chlamydia,2001,Missouri,29,15-19,All races/ethnicities,Both sexes,"5,838",1408,"414,619"
Chlamydia,2000,Missouri,29,15-19,All races/ethnicities,Both sexes,"5,830",1406.8,"414,414"
Gonorrhea,2019,Montana,30,15-19,All races/ethnicities,Both sexes,165,258,"63,955"
Gonorrhea,2018,Montana,30,15-19,All races/ethnicities,Both sexes,144,225.7,"63,789"
Gonorrhea,2017,Montana,30,15-19,All races/ethnicities,Both sexes,103,161.7,"63,700"
Gonorrhea,2016,Montana,30,15-19,All races/ethnicities,Both sexes,127,199.5,"63,649"
Gonorrhea,2015,Montana,30,15-19,All races/ethnicities,Both sexes,155,244.4,"63,418"
Gonorrhea,2014,Montana,30,15-19,All races/ethnicities,Both sexes,63,98.9,"63,725"
Gonorrhea,2013,Montana,30,15-19,All races/ethnicities,Both sexes,30,46.6,"64,337"
Gonorrhea,2012,Montana,30,15-19,All races/ethnicities,Both sexes,20,30.9,"64,769"
Gonorrhea,2011,Montana,30,15-19,All races/ethnicities,Both sexes,18,27.2,"66,137"
Gonorrhea,2010,Montana,30,15-19,All races/ethnicities,Both sexes,28,42,"66,702"
Gonorrhea,2009,Montana,30,15-19,All races/ethnicities,Both sexes,17,25.2,"67,538"
Gonorrhea,2008,Montana,30,15-19,All races/ethnicities,Both sexes,33,48,"68,699"
Gonorrhea,2007,Montana,30,15-19,All races/ethnicities,Both sexes,34,48.9,"69,490"
Gonorrhea,2006,Montana,30,15-19,All races/ethnicities,Both sexes,46,65.8,"69,870"
Gonorrhea,2005,Montana,30,15-19,All races/ethnicities,Both sexes,40,56.6,"70,621"
Gonorrhea,2004,Montana,30,15-19,All races/ethnicities,Both sexes,24,33.7,"71,200"
Gonorrhea,2003,Montana,30,15-19,All races/ethnicities,Both sexes,37,51.4,"71,963"
Gonorrhea,2002,Montana,30,15-19,All races/ethnicities,Both sexes,45,62.4,"72,155"
Gonorrhea,2001,Montana,30,15-19,All races/ethnicities,Both sexes,30,41,"73,215"
Gonorrhea,2000,Montana,30,15-19,All races/ethnicities,Both sexes,18,25.2,"71,511"
Chlamydia,2019,Montana,30,15-19,All races/ethnicities,Both sexes,"1,308",2045.2,"63,955"
Chlamydia,2018,Montana,30,15-19,All races/ethnicities,Both sexes,"1,401",2196.3,"63,789"
Chlamydia,2017,Montana,30,15-19,All races/ethnicities,Both sexes,"1,310",2056.5,"63,700"
Chlamydia,2016,Montana,30,15-19,All races/ethnicities,Both sexes,"1,245",1956,"63,649"
Chlamydia,2015,Montana,30,15-19,All races/ethnicities,Both sexes,"1,139",1796,"63,418"
Chlamydia,2014,Montana,30,15-19,All races/ethnicities,Both sexes,"1,175",1843.9,"63,725"
Chlamydia,2013,Montana,30,15-19,All races/ethnicities,Both sexes,"1,133",1761,"64,337"
Chlamydia,2012,Montana,30,15-19,All races/ethnicities,Both sexes,"1,156",1784.8,"64,769"
Chlamydia,2011,Montana,30,15-19,All races/ethnicities,Both sexes,"1,123",1698,"66,137"
Chlamydia,2010,Montana,30,15-19,All races/ethnicities,Both sexes,"1,050",1574.2,"66,702"
Chlamydia,2009,Montana,30,15-19,All races/ethnicities,Both sexes,"1,006",1489.5,"67,538"
Chlamydia,2008,Montana,30,15-19,All races/ethnicities,Both sexes,"1,111",1617.2,"68,699"
Chlamydia,2007,Montana,30,15-19,All races/ethnicities,Both sexes,972,1398.8,"69,490"
Chlamydia,2006,Montana,30,15-19,All races/ethnicities,Both sexes,889,1272.4,"69,870"
Chlamydia,2005,Montana,30,15-19,All races/ethnicities,Both sexes,794,1124.3,"70,621"
Chlamydia,2004,Montana,30,15-19,All races/ethnicities,Both sexes,953,1338.5,"71,200"
Chlamydia,2003,Montana,30,15-19,All races/ethnicities,Both sexes,992,1378.5,"71,963"
Chlamydia,2002,Montana,30,15-19,All races/ethnicities,Both sexes,988,1369.3,"72,155"
Chlamydia,2001,Montana,30,15-19,All races/ethnicities,Both sexes,785,1072.2,"73,215"
Chlamydia,2000,Montana,30,15-19,All races/ethnicities,Both sexes,653,913.1,"71,511"
Gonorrhea,2019,Nebraska,31,15-19,All races/ethnicities,Both sexes,513,386.7,"132,645"
Gonorrhea,2018,Nebraska,31,15-19,All races/ethnicities,Both sexes,358,272.4,"131,442"
Gonorrhea,2017,Nebraska,31,15-19,All races/ethnicities,Both sexes,420,322.8,"130,120"
Gonorrhea,2016,Nebraska,31,15-19,All races/ethnicities,Both sexes,371,287.2,"129,171"
Gonorrhea,2015,Nebraska,31,15-19,All races/ethnicities,Both sexes,295,230.3,"128,116"
Gonorrhea,2014,Nebraska,31,15-19,All races/ethnicities,Both sexes,252,197.5,"127,573"
Gonorrhea,2013,Nebraska,31,15-19,All races/ethnicities,Both sexes,268,210.3,"127,437"
Gonorrhea,2012,Nebraska,31,15-19,All races/ethnicities,Both sexes,341,266.1,"128,139"
Gonorrhea,2011,Nebraska,31,15-19,All races/ethnicities,Both sexes,390,301.5,"129,351"
Gonorrhea,2010,Nebraska,31,15-19,All races/ethnicities,Both sexes,285,220.6,"129,179"
Gonorrhea,2009,Nebraska,31,15-19,All races/ethnicities,Both sexes,366,281.1,"130,180"
Gonorrhea,2008,Nebraska,31,15-19,All races/ethnicities,Both sexes,474,361.9,"130,984"
Gonorrhea,2007,Nebraska,31,15-19,All races/ethnicities,Both sexes,413,313.4,"131,782"
Gonorrhea,2006,Nebraska,31,15-19,All races/ethnicities,Both sexes,420,317.5,"132,280"
Gonorrhea,2005,Nebraska,31,15-19,All races/ethnicities,Both sexes,306,229.6,"133,288"
Gonorrhea,2004,Nebraska,31,15-19,All races/ethnicities,Both sexes,306,229,"133,611"
Gonorrhea,2003,Nebraska,31,15-19,All races/ethnicities,Both sexes,467,344.7,"135,467"
Gonorrhea,2002,Nebraska,31,15-19,All races/ethnicities,Both sexes,510,373,"136,716"
Gonorrhea,2001,Nebraska,31,15-19,All races/ethnicities,Both sexes,362,263.6,"137,323"
Gonorrhea,2000,Nebraska,31,15-19,All races/ethnicities,Both sexes,492,363.7,"135,294"
Chlamydia,2019,Nebraska,31,15-19,All races/ethnicities,Both sexes,"2,555",1926.2,"132,645"
Chlamydia,2018,Nebraska,31,15-19,All races/ethnicities,Both sexes,"2,069",1574.1,"131,442"
Chlamydia,2017,Nebraska,31,15-19,All races/ethnicities,Both sexes,"2,159",1659.2,"130,120"
Chlamydia,2016,Nebraska,31,15-19,All races/ethnicities,Both sexes,"2,087",1615.7,"129,171"
Chlamydia,2015,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,967",1535.3,"128,116"
Chlamydia,2014,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,925",1508.9,"127,573"
Chlamydia,2013,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,915",1502.7,"127,437"
Chlamydia,2012,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,863",1453.9,"128,139"
Chlamydia,2011,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,978",1529.2,"129,351"
Chlamydia,2010,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,619",1253.3,"129,179"
Chlamydia,2009,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,741",1337.4,"130,180"
Chlamydia,2008,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,888",1441.4,"130,984"
Chlamydia,2007,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,686",1279.4,"131,782"
Chlamydia,2006,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,836",1388,"132,280"
Chlamydia,2005,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,635",1226.7,"133,288"
Chlamydia,2004,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,661",1243.2,"133,611"
Chlamydia,2003,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,499",1106.5,"135,467"
Chlamydia,2002,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,552",1135.2,"136,716"
Chlamydia,2001,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,139",829.4,"137,323"
Chlamydia,2000,Nebraska,31,15-19,All races/ethnicities,Both sexes,"1,395",1031.1,"135,294"
Gonorrhea,2019,Nevada,32,15-19,All races/ethnicities,Both sexes,930,509.2,"182,631"
Gonorrhea,2018,Nevada,32,15-19,All races/ethnicities,Both sexes,"1,039",574.5,"180,845"
Gonorrhea,2017,Nevada,32,15-19,All races/ethnicities,Both sexes,721,403.1,"178,878"
Gonorrhea,2016,Nevada,32,15-19,All races/ethnicities,Both sexes,634,357.5,"177,356"
Gonorrhea,2015,Nevada,32,15-19,All races/ethnicities,Both sexes,481,274.1,"175,470"
Gonorrhea,2014,Nevada,32,15-19,All races/ethnicities,Both sexes,522,299.1,"174,550"
Gonorrhea,2013,Nevada,32,15-19,All races/ethnicities,Both sexes,582,333.6,"174,472"
Gonorrhea,2012,Nevada,32,15-19,All races/ethnicities,Both sexes,512,292.7,"174,898"
Gonorrhea,2011,Nevada,32,15-19,All races/ethnicities,Both sexes,521,295.6,"176,280"
Gonorrhea,2010,Nevada,32,15-19,All races/ethnicities,Both sexes,533,293.9,"181,357"
Gonorrhea,2009,Nevada,32,15-19,All races/ethnicities,Both sexes,497,290.9,"170,833"
Gonorrhea,2008,Nevada,32,15-19,All races/ethnicities,Both sexes,585,344.9,"169,593"
Gonorrhea,2007,Nevada,32,15-19,All races/ethnicities,Both sexes,647,389.4,"166,148"
Gonorrhea,2006,Nevada,32,15-19,All races/ethnicities,Both sexes,669,418.2,"159,958"
Gonorrhea,2005,Nevada,32,15-19,All races/ethnicities,Both sexes,626,409.3,"152,929"
Gonorrhea,2004,Nevada,32,15-19,All races/ethnicities,Both sexes,658,452.1,"145,536"
Gonorrhea,2003,Nevada,32,15-19,All races/ethnicities,Both sexes,486,349.8,"138,936"
Gonorrhea,2002,Nevada,32,15-19,All races/ethnicities,Both sexes,524,391.4,"133,874"
Gonorrhea,2001,Nevada,32,15-19,All races/ethnicities,Both sexes,448,343.4,"130,477"
Gonorrhea,2000,Nevada,32,15-19,All races/ethnicities,Both sexes,402,313.1,"128,376"
Chlamydia,2019,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,979",2178.7,"182,631"
Chlamydia,2018,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,874",2142.2,"180,845"
Chlamydia,2017,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,683",2058.9,"178,878"
Chlamydia,2016,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,341",1883.8,"177,356"
Chlamydia,2015,Nevada,32,15-19,All races/ethnicities,Both sexes,"2,833",1614.5,"175,470"
Chlamydia,2014,Nevada,32,15-19,All races/ethnicities,Both sexes,"2,876",1647.7,"174,550"
Chlamydia,2013,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,103",1778.5,"174,472"
Chlamydia,2012,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,160",1806.8,"174,898"
Chlamydia,2011,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,165",1795.4,"176,280"
Chlamydia,2010,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,043",1677.9,"181,357"
Chlamydia,2009,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,150",1843.9,"170,833"
Chlamydia,2008,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,221",1899.3,"169,593"
Chlamydia,2007,Nevada,32,15-19,All races/ethnicities,Both sexes,"3,233",1945.9,"166,148"
Chlamydia,2006,Nevada,32,15-19,All races/ethnicities,Both sexes,"2,645",1653.6,"159,958"
Chlamydia,2005,Nevada,32,15-19,All races/ethnicities,Both sexes,"2,320",1517,"152,929"
Chlamydia,2004,Nevada,32,15-19,All races/ethnicities,Both sexes,"2,188",1503.4,"145,536"
Chlamydia,2003,Nevada,32,15-19,All races/ethnicities,Both sexes,"1,979",1424.4,"138,936"
Chlamydia,2002,Nevada,32,15-19,All races/ethnicities,Both sexes,"2,180",1628.4,"133,874"
Chlamydia,2001,Nevada,32,15-19,All races/ethnicities,Both sexes,"1,832",1404.1,"130,477"
Chlamydia,2000,Nevada,32,15-19,All races/ethnicities,Both sexes,"1,592",1240.1,"128,376"
Gonorrhea,2019,New Hampshire,33,15-19,All races/ethnicities,Both sexes,36,42.9,"83,968"
Gonorrhea,2018,New Hampshire,33,15-19,All races/ethnicities,Both sexes,55,65,"84,664"
Gonorrhea,2017,New Hampshire,33,15-19,All races/ethnicities,Both sexes,40,46.6,"85,868"
Gonorrhea,2016,New Hampshire,33,15-19,All races/ethnicities,Both sexes,47,54.1,"86,910"
Gonorrhea,2015,New Hampshire,33,15-19,All races/ethnicities,Both sexes,29,32.9,"88,182"
Gonorrhea,2014,New Hampshire,33,15-19,All races/ethnicities,Both sexes,28,31.1,"89,922"
Gonorrhea,2013,New Hampshire,33,15-19,All races/ethnicities,Both sexes,10,11,"91,237"
Gonorrhea,2012,New Hampshire,33,15-19,All races/ethnicities,Both sexes,23,24.7,"93,033"
Gonorrhea,2011,New Hampshire,33,15-19,All races/ethnicities,Both sexes,17,18.1,"94,055"
Gonorrhea,2010,New Hampshire,33,15-19,All races/ethnicities,Both sexes,22,23.5,"93,766"
Gonorrhea,2009,New Hampshire,33,15-19,All races/ethnicities,Both sexes,22,23.2,"94,672"
Gonorrhea,2008,New Hampshire,33,15-19,All races/ethnicities,Both sexes,20,20.8,"96,342"
Gonorrhea,2007,New Hampshire,33,15-19,All races/ethnicities,Both sexes,27,27.8,"97,068"
Gonorrhea,2006,New Hampshire,33,15-19,All races/ethnicities,Both sexes,36,37.2,"96,833"
Gonorrhea,2005,New Hampshire,33,15-19,All races/ethnicities,Both sexes,46,47.9,"96,048"
Gonorrhea,2004,New Hampshire,33,15-19,All races/ethnicities,Both sexes,19,20.1,"94,503"
Gonorrhea,2003,New Hampshire,33,15-19,All races/ethnicities,Both sexes,27,29.1,"92,888"
Gonorrhea,2002,New Hampshire,33,15-19,All races/ethnicities,Both sexes,17,18.6,"91,445"
Gonorrhea,2001,New Hampshire,33,15-19,All races/ethnicities,Both sexes,35,39,"89,758"
Gonorrhea,2000,New Hampshire,33,15-19,All races/ethnicities,Both sexes,19,21.8,"87,132"
Chlamydia,2019,New Hampshire,33,15-19,All races/ethnicities,Both sexes,857,1020.6,"83,968"
Chlamydia,2018,New Hampshire,33,15-19,All races/ethnicities,Both sexes,857,1012.2,"84,664"
Chlamydia,2017,New Hampshire,33,15-19,All races/ethnicities,Both sexes,"1,048",1220.5,"85,868"
Chlamydia,2016,New Hampshire,33,15-19,All races/ethnicities,Both sexes,845,972.3,"86,910"
Chlamydia,2015,New Hampshire,33,15-19,All races/ethnicities,Both sexes,742,841.4,"88,182"
Chlamydia,2014,New Hampshire,33,15-19,All races/ethnicities,Both sexes,790,878.5,"89,922"
Chlamydia,2013,New Hampshire,33,15-19,All races/ethnicities,Both sexes,810,887.8,"91,237"
Chlamydia,2012,New Hampshire,33,15-19,All races/ethnicities,Both sexes,917,985.7,"93,033"
Chlamydia,2011,New Hampshire,33,15-19,All races/ethnicities,Both sexes,942,1001.5,"94,055"
Chlamydia,2010,New Hampshire,33,15-19,All races/ethnicities,Both sexes,756,806.3,"93,766"
Chlamydia,2009,New Hampshire,33,15-19,All races/ethnicities,Both sexes,580,612.6,"94,672"
Chlamydia,2008,New Hampshire,33,15-19,All races/ethnicities,Both sexes,645,669.5,"96,342"
Chlamydia,2007,New Hampshire,33,15-19,All races/ethnicities,Both sexes,662,682,"97,068"
Chlamydia,2006,New Hampshire,33,15-19,All races/ethnicities,Both sexes,617,637.2,"96,833"
Chlamydia,2005,New Hampshire,33,15-19,All races/ethnicities,Both sexes,630,655.9,"96,048"
Chlamydia,2004,New Hampshire,33,15-19,All races/ethnicities,Both sexes,598,632.8,"94,503"
Chlamydia,2003,New Hampshire,33,15-19,All races/ethnicities,Both sexes,573,616.9,"92,888"
Chlamydia,2002,New Hampshire,33,15-19,All races/ethnicities,Both sexes,591,646.3,"91,445"
Chlamydia,2001,New Hampshire,33,15-19,All races/ethnicities,Both sexes,545,607.2,"89,758"
Chlamydia,2000,New Hampshire,33,15-19,All races/ethnicities,Both sexes,455,522.2,"87,132"
Gonorrhea,2019,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,772",320.5,"552,830"
Gonorrhea,2018,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,284",231,"555,762"
Gonorrhea,2017,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,492",266.6,"559,647"
Gonorrhea,2016,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,379",244.5,"563,902"
Gonorrhea,2015,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,364",240.1,"568,071"
Gonorrhea,2014,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,348",235.6,"572,269"
Gonorrhea,2013,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,513",261.2,"579,314"
Gonorrhea,2012,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,546",263,"587,733"
Gonorrhea,2011,New Jersey,34,15-19,All races/ethnicities,Both sexes,"2,149",360.9,"595,374"
Gonorrhea,2010,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,821",304.4,"598,137"
Gonorrhea,2009,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,365",233.9,"583,617"
Gonorrhea,2008,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,701",289.3,"587,905"
Gonorrhea,2007,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,730",294.2,"588,077"
Gonorrhea,2006,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,439",246.5,"583,668"
Gonorrhea,2005,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,542",267.6,"576,166"
Gonorrhea,2004,New Jersey,34,15-19,All races/ethnicities,Both sexes,"1,868",331.6,"563,334"
Gonorrhea,2003,New Jersey,34,15-19,All races/ethnicities,Both sexes,"2,406",436.2,"551,637"
Gonorrhea,2002,New Jersey,34,15-19,All races/ethnicities,Both sexes,"2,332",429.8,"542,582"
Gonorrhea,2001,New Jersey,34,15-19,All races/ethnicities,Both sexes,"2,217",414.7,"534,646"
Gonorrhea,2000,New Jersey,34,15-19,All races/ethnicities,Both sexes,"2,083",395.8,"526,216"
Chlamydia,2019,New Jersey,34,15-19,All races/ethnicities,Both sexes,"9,829",1777.9,"552,830"
Chlamydia,2018,New Jersey,34,15-19,All races/ethnicities,Both sexes,"7,794",1402.4,"555,762"
Chlamydia,2017,New Jersey,34,15-19,All races/ethnicities,Both sexes,"7,365",1316,"559,647"
Chlamydia,2016,New Jersey,34,15-19,All races/ethnicities,Both sexes,"7,378",1308.4,"563,902"
Chlamydia,2015,New Jersey,34,15-19,All races/ethnicities,Both sexes,"6,569",1156.4,"568,071"
Chlamydia,2014,New Jersey,34,15-19,All races/ethnicities,Both sexes,"6,546",1143.9,"572,269"
Chlamydia,2013,New Jersey,34,15-19,All races/ethnicities,Both sexes,"6,944",1198.7,"579,314"
Chlamydia,2012,New Jersey,34,15-19,All races/ethnicities,Both sexes,"6,243",1062.2,"587,733"
Chlamydia,2011,New Jersey,34,15-19,All races/ethnicities,Both sexes,"8,203",1377.8,"595,374"
Chlamydia,2010,New Jersey,34,15-19,All races/ethnicities,Both sexes,"8,803",1471.7,"598,137"
Chlamydia,2009,New Jersey,34,15-19,All races/ethnicities,Both sexes,"8,348",1430.4,"583,617"
Chlamydia,2008,New Jersey,34,15-19,All races/ethnicities,Both sexes,"7,943",1351.1,"587,905"
Chlamydia,2007,New Jersey,34,15-19,All races/ethnicities,Both sexes,"7,171",1219.4,"588,077"
Chlamydia,2006,New Jersey,34,15-19,All races/ethnicities,Both sexes,"7,031",1204.6,"583,668"
Chlamydia,2005,New Jersey,34,15-19,All races/ethnicities,Both sexes,"6,594",1144.5,"576,166"
Chlamydia,2004,New Jersey,34,15-19,All races/ethnicities,Both sexes,"6,101",1083,"563,334"
Chlamydia,2003,New Jersey,34,15-19,All races/ethnicities,Both sexes,"5,751",1042.5,"551,637"
Chlamydia,2002,New Jersey,34,15-19,All races/ethnicities,Both sexes,"5,365",988.8,"542,582"
Chlamydia,2001,New Jersey,34,15-19,All races/ethnicities,Both sexes,"5,561",1040.1,"534,646"
Chlamydia,2000,New Jersey,34,15-19,All races/ethnicities,Both sexes,"4,411",838.2,"526,216"
Gonorrhea,2019,New Mexico,35,15-19,All races/ethnicities,Both sexes,483,348.8,"138,458"
Gonorrhea,2018,New Mexico,35,15-19,All races/ethnicities,Both sexes,615,442.5,"138,989"
Gonorrhea,2017,New Mexico,35,15-19,All races/ethnicities,Both sexes,618,444,"139,186"
Gonorrhea,2016,New Mexico,35,15-19,All races/ethnicities,Both sexes,452,323.8,"139,587"
Gonorrhea,2015,New Mexico,35,15-19,All races/ethnicities,Both sexes,341,244.5,"139,445"
Gonorrhea,2014,New Mexico,35,15-19,All races/ethnicities,Both sexes,303,216.7,"139,856"
Gonorrhea,2013,New Mexico,35,15-19,All races/ethnicities,Both sexes,305,215.5,"141,545"
Gonorrhea,2012,New Mexico,35,15-19,All races/ethnicities,Both sexes,341,237.1,"143,844"
Gonorrhea,2011,New Mexico,35,15-19,All races/ethnicities,Both sexes,401,273.3,"146,749"
Gonorrhea,2010,New Mexico,35,15-19,All races/ethnicities,Both sexes,235,157.3,"149,440"
Gonorrhea,2009,New Mexico,35,15-19,All races/ethnicities,Both sexes,247,172.5,"143,200"
Gonorrhea,2008,New Mexico,35,15-19,All races/ethnicities,Both sexes,395,273.3,"144,510"
Gonorrhea,2007,New Mexico,35,15-19,All races/ethnicities,Both sexes,457,314.9,"145,145"
Gonorrhea,2006,New Mexico,35,15-19,All races/ethnicities,Both sexes,422,289.5,"145,775"
Gonorrhea,2005,New Mexico,35,15-19,All races/ethnicities,Both sexes,401,274.5,"146,097"
Gonorrhea,2004,New Mexico,35,15-19,All races/ethnicities,Both sexes,339,232.2,"145,998"
Gonorrhea,2003,New Mexico,35,15-19,All races/ethnicities,Both sexes,276,188.4,"146,491"
Gonorrhea,2002,New Mexico,35,15-19,All races/ethnicities,Both sexes,379,258.5,"146,607"
Gonorrhea,2001,New Mexico,35,15-19,All races/ethnicities,Both sexes,295,202,"146,070"
Gonorrhea,2000,New Mexico,35,15-19,All races/ethnicities,Both sexes,305,209.3,"145,735"
Chlamydia,2019,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,668",2649.2,"138,458"
Chlamydia,2018,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,540",2547,"138,989"
Chlamydia,2017,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,447",2476.5,"139,186"
Chlamydia,2016,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,289",2356.2,"139,587"
Chlamydia,2015,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,065",2198,"139,445"
Chlamydia,2014,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,932",2096.4,"139,856"
Chlamydia,2013,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,141",2219.1,"141,545"
Chlamydia,2012,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,302",2295.5,"143,844"
Chlamydia,2011,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,251",2215.3,"146,749"
Chlamydia,2010,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,475",2325.3,"149,440"
Chlamydia,2009,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,866",2001.4,"143,200"
Chlamydia,2008,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,934",2030.3,"144,510"
Chlamydia,2007,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,027",2085.5,"145,145"
Chlamydia,2006,New Mexico,35,15-19,All races/ethnicities,Both sexes,"3,171",2175.3,"145,775"
Chlamydia,2005,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,832",1938.4,"146,097"
Chlamydia,2004,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,976",2038.4,"145,998"
Chlamydia,2003,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,587",1766,"146,491"
Chlamydia,2002,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,658",1813,"146,607"
Chlamydia,2001,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,373",1624.6,"146,070"
Chlamydia,2000,New Mexico,35,15-19,All races/ethnicities,Both sexes,"2,040",1399.8,"145,735"
Gonorrhea,2019,New York,36,15-19,All races/ethnicities,Both sexes,"5,109",434.7,"1,175,399"
Gonorrhea,2018,New York,36,15-19,All races/ethnicities,Both sexes,"4,675",393.6,"1,187,900"
Gonorrhea,2017,New York,36,15-19,All races/ethnicities,Both sexes,"4,571",380.3,"1,201,994"
Gonorrhea,2016,New York,36,15-19,All races/ethnicities,Both sexes,"4,161",341.4,"1,218,845"
Gonorrhea,2015,New York,36,15-19,All races/ethnicities,Both sexes,"3,906",316.6,"1,233,761"
Gonorrhea,2014,New York,36,15-19,All races/ethnicities,Both sexes,"3,412",272.7,"1,251,262"
Gonorrhea,2013,New York,36,15-19,All races/ethnicities,Both sexes,"3,744",293,"1,277,646"
Gonorrhea,2012,New York,36,15-19,All races/ethnicities,Both sexes,"5,172",396.2,"1,305,301"
Gonorrhea,2011,New York,36,15-19,All races/ethnicities,Both sexes,"5,487",412.1,"1,331,613"
Gonorrhea,2010,New York,36,15-19,All races/ethnicities,Both sexes,"4,780",351.7,"1,359,175"
Gonorrhea,2009,New York,36,15-19,All races/ethnicities,Both sexes,"4,456",324.7,"1,372,467"
Gonorrhea,2008,New York,36,15-19,All races/ethnicities,Both sexes,"4,648",334.7,"1,388,908"
Gonorrhea,2007,New York,36,15-19,All races/ethnicities,Both sexes,"4,388",315.4,"1,391,135"
Gonorrhea,2006,New York,36,15-19,All races/ethnicities,Both sexes,"4,175",301.9,"1,382,779"
Gonorrhea,2005,New York,36,15-19,All races/ethnicities,Both sexes,"4,419",323.1,"1,367,825"
Gonorrhea,2004,New York,36,15-19,All races/ethnicities,Both sexes,"4,616",343.8,"1,342,771"
Gonorrhea,2003,New York,36,15-19,All races/ethnicities,Both sexes,"5,335",403.3,"1,322,746"
Gonorrhea,2002,New York,36,15-19,All races/ethnicities,Both sexes,"5,660",432.2,"1,309,559"
Gonorrhea,2001,New York,36,15-19,All races/ethnicities,Both sexes,"6,225",479.9,"1,297,107"
Gonorrhea,2000,New York,36,15-19,All races/ethnicities,Both sexes,"5,465",424.1,"1,288,717"
Chlamydia,2019,New York,36,15-19,All races/ethnicities,Both sexes,"28,120",2392.4,"1,175,399"
Chlamydia,2018,New York,36,15-19,All races/ethnicities,Both sexes,"27,637",2326.5,"1,187,900"
